0,0.35279,0.29336,-0.3211
0.05,0.33662,0.29336,-0.19991
0.1,0.33662,0.34929,-0.19991
0.15,0.33662,0.29336,-0.19991
0.2,0.33662,0.29336,-0.26063
0.25,0.12966,0.34929,-0.26063
0.3,0.12966,0.34929,-0.26063
0.35,0.33662,0.34929,-0.19991
0.4,0.33662,0.29336,-0.19991
0.45,0.12966,0.23742,-0.19991
0.5,0.12966,0.23742,-0.19991
0.55,0.12966,0.23742,-0.26063
0.6,0.12966,0.29336,-0.26063
0.65,0.12966,0.34929,-0.26063
0.7,0.12966,0.34929,-0.26063
0.75,0.33662,0.29336,-0.19991
0.8,0.12966,0.29336,-0.19991
0.85,0.12966,0.29336,-0.19991
0.9,0.12966,0.29336,-0.26063
0.95,0.33662,0.23742,-0.19991
1,0.55976,0.34929,-0.26039
1.05,0.54359,0.34929,-0.19991
1.1,0.33662,0.34929,-0.19991
1.15,0.33662,0.34929,-0.1392
1.2,0.33662,0.34929,-0.19991
1.25,0.33662,0.34929,-0.19991
1.3,0.33662,0.34929,-0.1392
1.35,0.54359,0.34929,-0.1392
1.4,0.33662,0.34929,-0.1392
1.45,0.33662,0.34929,-0.1392
1.5,0.33662,0.29336,-0.1392
1.55,0.12966,0.29336,-0.1392
1.6,0.12966,0.29336,-0.1392
1.65,0.12966,0.34929,-0.19991
1.7,0.33662,0.34929,-0.19991
1.75,0.33662,0.34929,-0.19991
1.8,0.54359,0.34929,-0.19991
1.85,0.33662,0.34929,-0.19991
1.9,0.33662,0.34929,-0.19991
1.95,0.33662,0.34929,-0.19991
2,-0.061142,0.34929,-0.26039
2.05,0.33662,0.29336,-0.1392
2.1,0.33662,0.29336,-0.19991
2.15,0.33662,0.34929,-0.26063
2.2,0.33662,0.34929,-0.26063
2.25,0.33662,0.34929,-0.19991
2.3,0.54359,0.34929,-0.26063
2.35,0.33662,0.34929,-0.19991
2.4,0.33662,0.34929,-0.19991
2.45,0.33662,0.34929,-0.26063
2.5,0.54359,0.34929,-0.26063
2.55,0.54359,0.34929,-0.19991
2.6,0.33662,0.34929,-0.19991
2.65,0.12966,0.34929,-0.19991
2.7,-0.28428,0.34929,-0.19991
2.75,-0.69821,0.29336,-0.19991
2.8,-0.69821,0.29336,-0.1392
2.85,-0.49124,0.23742,-0.1392
2.9,0.12966,0.23742,-0.19991
2.95,0.33662,0.23742,-0.26063
3,-0.061142,0.34929,-0.26039
3.05,0.12966,0.34929,-0.19991
3.1,0.12966,0.34929,-0.19991
3.15,0.12966,0.29336,-0.19991
3.2,0.12966,0.29336,-0.26063
3.25,0.12966,0.29336,-0.26063
3.3,-0.077311,0.23742,-0.26063
3.35,-0.28428,0.23742,-0.19991
3.4,-0.28428,0.29336,-0.19991
3.45,-0.28428,0.29336,-0.19991
3.5,-0.28428,0.34929,-0.19991
3.55,-0.077311,0.34929,-0.19991
3.6,-0.077311,0.34929,-0.19991
3.65,-0.077311,0.34929,-0.1392
3.7,-0.077311,0.34929,-0.19991
3.75,-0.077311,0.34929,-0.19991
3.8,-0.077311,0.34929,-0.19991
