0,2.7251,0.12078,-0.24363
0.05,2.8911,0.033833,-0.17823
0.1,3.0711,0.033833,-0.11256
0.15,3.0711,0.033833,-0.11256
0.2,3.2511,0.033833,-0.11256
0.25,3.431,0.033833,-0.11256
0.3,3.2511,0.033833,-0.17823
0.35,3.2511,0.033833,-0.17823
0.4,3.431,0.033833,-0.11256
0.45,3.611,0.033833,-0.11256
0.5,3.2511,0.033833,-0.17823
0.55,3.0711,0.12078,-0.11256
0.6,3.0711,0.033833,-0.046901
0.65,3.2511,0.033833,-0.046901
0.7,2.8911,0.033833,-0.17823
0.75,2.8911,0.20773,-0.24389
0.8,3.0711,0.29467,-0.30955
0.85,3.2511,0.20773,-0.17823
0.9,3.0711,0.20773,-0.046901
0.95,2.5311,0.12078,-0.046901
1,-2.3146,0.90297,-0.17797
1.05,-3.0493,0.90331,-0.11256
1.1,-3.4093,0.81636,-0.17823
1.15,-2.5093,0.55552,-0.11256
1.2,-1.2494,0.12078,-0.046901
1.25,-1.2494,0.12078,0.084424
1.3,-1.4294,0.81636,0.084424
1.35,-1.6094,0.99025,-0.24389
1.4,-1.6094,0.55552,-0.30955
1.45,-0.88941,0.20773,-0.046901
1.5,-0.70942,0.20773,0.018761
1.55,-0.52943,0.38162,-0.11256
1.6,-0.52943,-0.053115,-0.11256
1.65,-0.52943,-0.22701,-0.046901
1.7,-0.88941,0.12078,-0.046901
1.75,-1.6094,0.033833,-0.11256
1.8,-1.6094,-0.14006,-0.17823
1.85,-1.2494,-0.31396,-0.11256
1.9,-1.0694,-0.4009,0.084424
1.95,-1.2494,-0.22701,-0.046901
2,0.2053,0.12078,-0.63761
2.05,0.55121,0.81636,-0.24389
2.1,0.91119,0.38162,-0.17823
2.15,1.2712,0.20773,-0.046901
2.2,1.2712,0.29467,-0.046901
2.25,1.6311,0.29467,-0.17823
2.3,1.9911,0.29467,-0.24389
2.35,1.9911,0.033833,-0.24389
2.4,1.4512,-0.14006,-0.046901
2.45,1.2712,0.12078,-0.046901
2.5,1.6311,0.38162,-0.24389
2.55,1.6311,0.38162,-0.50654
2.6,1.2712,0.38162,-0.44088
2.65,1.0912,0.38162,-0.17823
2.7,1.0912,0.29467,-0.17823
2.75,0.91119,0.20773,-0.24389
2.8,0.37122,0.20773,-0.17823
2.85,0.91119,0.12078,-0.17823
2.9,1.6311,0.12078,-0.44088
2.95,1.9911,0.20773,-0.44088
3,0.56527,0.12078,-0.63761
3.05,-1.0687,0.033833,-0.30955
3.1,-1.2494,0.12078,-0.17823
3.15,-0.52943,0.29467,-0.5722
3.2,-0.16945,0.20773,-0.70353
3.25,-1.0687,0.033833,-0.37522
3.3,-1.4294,-0.053115,-0.30955
3.35,-1.4294,0.033833,-0.37522
3.4,-0.52943,-0.053115,-0.44088
3.45,-0.34944,-0.053115,-0.30955
3.5,-0.52943,0.29467,-0.37522
3.55,-0.70942,0.38162,-0.50654
3.6,-0.34944,0.20773,-0.5722
3.65,-0.34944,0.12078,-0.37522
3.7,-0.34944,0.20773,-0.30955
3.75,-0.52943,0.29467,-0.37522
3.8,-0.52943,0.033833,-0.50654
3.85,-0.34944,0.033833,-0.5722
3.9,-0.34944,0.20773,-0.50654
3.95,-0.16945,0.29467,-0.5722
4,0.38528,-0.053115,-0.50628
4.05,0.19123,0.12078,-0.5722
4.1,-0.16875,0.20773,-0.63787
4.15,-0.16875,-0.14006,-0.63787
4.2,-0.16875,-0.22701,-0.50654
4.25,0.19123,0.033833,-0.30955
4.3,0.55121,0.38162,-0.17823
4.35,0.55121,0.38162,-0.24389
4.4,0.55121,0.29467,-0.24389
4.45,0.55121,0.29467,-0.24389
4.5,0.55121,0.38162,-0.11256
4.55,0.91119,0.55552,-0.046901
4.6,1.0912,0.46857,-0.24389
4.65,1.0912,0.46857,-0.5722
4.7,0.7312,0.38162,-0.37522
4.75,0.7312,0.38162,-0.11256
4.8,1.0912,0.46857,-0.17823
4.85,1.2712,0.38162,-0.30955
4.9,1.4512,0.29467,-0.17823
4.95,1.6311,0.29467,-0.30955
5,-1.4146,0.90331,0.41299
5.05,0.37052,0.033833,-0.046645
5.1,0.011244,0.20773,-0.11256
5.15,-0.16875,0.29467,-0.24389
5.2,0.011244,0.20773,-0.17823
5.25,0.7312,0.033833,-0.11256
5.3,0.91119,0.033833,0.018761
5.35,0.55121,0.20773,0.018761
5.4,0.19123,0.29467,0.084424
5.45,0.011244,0.29467,0.21575
5.5,0.011244,0.29467,0.21575
5.55,0.19123,0.12078,0.28141
5.6,0.19123,0.12078,0.28141
5.65,0.19123,0.29467,0.34708
5.7,0.19123,0.38162,0.34708
5.75,0.19123,0.55552,0.34708
5.8,0.011244,0.81636,0.21575
5.85,0.011244,0.90331,0.15009
5.9,-0.16875,0.64246,0.084424
5.95,-0.34873,0.64246,0.15009
6,-1.4146,0.90331,0.41299
6.05,-0.52943,0.99025,0.47866
6.1,0.010541,0.81636,0.47866
6.15,0.19123,0.72941,0.41299
6.2,0.7312,0.64246,0.41299
6.25,1.2712,0.64246,0.47866
6.3,1.8111,0.46857,0.47866
6.35,2.3511,0.20773,0.41299
6.4,2.7111,0.033833,0.41299
6.45,3.0711,-0.053115,0.41299
6.5,3.611,-0.22701,0.41299
6.55,3.971,-0.22701,0.41299
6.6,4.331,-0.14006,0.41299
6.65,4.511,0.033833,0.41299
6.7,4.691,0.12078,0.41299
6.75,4.691,0.12078,0.41299
6.8,4.331,0.38162,0.34733
6.85,3.971,0.64246,0.41274
6.9,3.791,0.64246,0.41274
6.95,3.791,0.64246,0.28141
7,1.4652,-0.40124,-0.046645
7.05,1.4512,0.033833,0.41274
7.1,0.91119,0.81636,0.4784
7.15,-0.34873,0.90331,0.28167
7.2,-1.9686,0.72941,0.084424
7.25,-2.8693,0.55552,0.15009
7.3,-3.5892,-0.14006,0.28141
7.35,-3.5892,-0.66175,0.084424
7.4,-3.2293,-0.92259,0.084424
7.45,-3.0493,-0.48785,-0.11256
